ID,lang,sent,labels
c18edcab-9761-4245-8fb1-88fc03b63718,train,armament  consisted  of  two  schwarzlose  machine  gun  . , O  O  O  O  B-PROD  I-PROD  I-PROD  O
7a635386-9eaf-4b65-8188-2aa334f9d79d,train,"dzvinia  orlowsky  –  poet  ,  translator  and  professor ", B-PER  I-PER  O  O  O  O  O  O
56b4a3d1-3167-4799-847a-f20003bcdcba,train,(  they  are  now  [  2015  ]  instead  published  by  actes  sud  .  ) , O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O  O
39e49e09-0c16-4bbb-bb72-553fc63709b8,train,"pieter  pourbus  was  born  in  poperinge  ,  and  established  himself  as  an  artist  in  bruges  . ", B-PER  I-PER  O  O  O  B-LOC  O  O  O  O  O  O  O  O  B-LOC  O
c08f90f8-1c39-4e1b-b973-0d1c32d1ab90,train,"‘  white  ’  coffee  ,  on  the  other  hand  ,  is  produced  with  only  margarine  and  without  any  sugar  ,  resulting  in  a  less  dark  roast  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O
772195cf-0390-430c-b08c-023e57079236,train,p.  schuyler  miller  praised  the  anthology  as  a  fat  but  rather  expensive  collection  truly  representative  of  most  of  the  growing  pains  of  our  young  old  genre  . , B-PER  I-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
04ff2b51-67c9-45e8-b124-129100d234dd,train,record  eight  time  and  longest  combined  reigning  champion  danshoku  dino , O  O  O  O  O  O  O  O  B-PER  I-PER
c6d2c6a5-30cc-454d-924e-bb0a015043d1,train,"in  his  later  years  ,  he  became  known  for  aphorisms  and  epigram  . ", O  O  O  O  O  O  O  O  O  O  O  B-CW  O
2c07c607-d872-4864-a4ce-92ea00c20d92,train,"mike  judge  (  born  1962  )  ,  producer  ,  animator  and  actor ", B-PER  I-PER  O  O  O  O  O  O  O  O  O  O
48e93004-73d7-45a1-936b-a75256a53f99,train,gulfton  is  about  southwest  of  downtown  houston  and  approximately  west  of  bellaire  . , O  O  O  O  O  B-LOC  I-LOC  O  O  O  O  B-LOC  O
9ee891b8-84f8-4330-b05d-ec74db08ab80,train,test  cricketer  of  the  year  :  kagiso  rabada , O  O  O  O  O  O  B-PER  I-PER
7c79eda6-04d2-41c9-bee5-319badd2201d,train,",  official  website  for  the  alliance  of  small  island  states  . ", O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O
a69012bf-0d25-4662-9535-3fcd497332da,train,chianti  is  a  gothic  fashion  member  with  a  blood  thirsty  personality  . , O  O  O  B-PROD  I-PROD  O  O  O  O  O  O  O
67303aad-3cb8-49db-9646-121b2d8cb428,train,"the  comedian  brother  theodore  (  1906  –  2001  )  used  the  term  to  describe  his  comedic  act  which  was  dark  ,  and  had  an  absurdist  edge  . ", O  O  B-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
9d2d7f73-9d98-405f-888f-da7951e100f1,train,he  was  a  leading  member  of  the  national  liberation  front  . , O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O
3e427305-e46f-47eb-93ef-28af980ed4e6,train,"edwards  direction  was  praised  ,  including  his  pacing  of  the  story  ,  although  the  reviewer  for  variety  felt  the  film  was  unnecessarily  long  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  O  O  O  O  O  O  O
6f71d104-494c-4762-b9f7-b2274a344b40,train,some  require  the  bomb  to  go  off  in  some  way  and  hence  might  use  alarm  clock  or  other  timers  . , O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  I-PROD  O  O  O  O
f1e47b49-8c86-436c-8621-fc303aa690f0,train,nakajima  :  37  production  aircraft  (  1937  –  38  ) , B-CORP  O  O  O  O  O  O  O  O  O
49abb542-3009-4b24-99ca-940a580aa3b9,train,"ryanair  is  especially  noted  for  this  ,  since  it  primarily  flies  out  of  regional  airports  up  to  150  kilometres  away  from  the  cities  they  are  said  to  serve  . ", B-CORP  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
7f83b683-7c55-4256-89a6-eddfb9db1cf3,train,floppy  disk  are  still  in  use  . , B-PROD  I-PROD  O  O  O  O  O
b7d22e81-8825-46de-a7f2-d8e4f15f50a0,train,talmi  is  the  head  of  the  conducting  department  at  buchmann-mehta  school  of  music  . , O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  I-CORP  I-CORP  O
03267410-4d41-4dd9-863a-7a923c73b826,train,"chris  dreja  –  bass  guitar  on  all  songs  except  where  indicated  ,  backing  vocals ", B-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O
2acd0162-779e-4580-abd0-79cc22d166ca,train,"mark  rudd  (  born  1947  )  ,  educator  and  anti  war  activist  . ", B-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O
63c44652-568a-4106-b2e0-5dfa2cf38360,train,a  monument  above  it  to  guglielmo  oberdan  was  planned  but  never  built  . , O  O  O  O  O  B-PER  I-PER  O  O  O  O  O  O
1b7befc6-8198-4f5f-85e2-4ac4a67527c6,train,open  regularly  organizes  events  pertaining  to  current  issues  in  business  and  entrepreneurship  . , O  O  O  O  O  O  O  O  O  B-GRP  O  O  O
2e6bfe14-e105-4efd-8031-3a392fcfe701,train,the  penultimate  dance  off  was  filmed  in  three  eight  minute  long  take  and  edited  down  . , O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  O  O  O  O
701d9eb6-4205-4bc8-a18f-b91b89ecb896,train,"the  fabric  is  used  to  make  summer  kimono  and  other  traditional  garments  ,  cushions  and  bed  linens  . ", O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O
096e4887-57b8-4b3c-8379-c9afbffc5e03,train,karlgaard  has  also  owned  a  2006  cirrus  sr22  single  engine  aircraft  . , O  O  O  O  O  O  B-PROD  I-PROD  O  O  O  O
b7f05712-9b82-4e00-8f13-b046bddd060a,train,"pajala  is  a  urban  area  in  sweden  and  the  seat  of  pajala  municipality  in  norrbotten  county  ,  sweden  ,  with  1,958  inhabitants  in  2010  . ", O  O  O  B-LOC  I-LOC  I-LOC  I-LOC  O  O  O  O  B-LOC  I-LOC  O  B-LOC  I-LOC  O  B-LOC  O  O  O  O  O  O  O
4d21c794-e06a-4e94-825e-2130d22a0eb7,train,she  was  born  in  akron  and  lived  there  all  of  her  life  . , O  O  O  O  B-LOC  O  O  O  O  O  O  O  O
96c5980a-b4b1-449a-b899-e010c6d7e079,train,"except  for  some  stills  and  a  few  records  ,  no  print  of  the  film  is  known  to  survive  ,  making  it  a  lost  film  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  O
a6db37e9-8793-4e36-92b0-491926c6e92e,train,"head  cheese  ,  a  dish  made  from  meat  scraps  traditionally  (  though  not  exclusively  )  derived  from  an  animal  's  head  . ", B-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
43c35e9c-ab43-4534-a4cc-2330387cf96b,train,"team  stronach  ,  which  contested  the  previous  election  and  won  8.3  %  of  votes  and  three  seats  did  not  contest  the  2018  election  . ", B-GRP  I-GRP  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
59d57c67-c7f5-4408-8d35-486ac91914c5,train,"she  also  co  wrote  ariana  grande  songs  7  rings  and  thank  u,  next  . ", O  O  O  O  B-PER  I-PER  O  B-CW  I-CW  O  B-CW  I-CW  I-CW  O
30e47eb5-7b60-4df7-9719-2a6cc1f90858,train,"next  to  the  memorial  site  lies  the  former  schutzstaffel  guardhouse  ,  which  the  city  of  dachau  has  transformed  into  a  homeless  shelter  . ", O  O  O  O  O  O  O  O  B-GRP  O  O  O  O  O  O  B-LOC  O  O  O  O  O  O  O
277d41f6-cbe3-43f6-b3d3-4806972beb86,train,"numbers  were  restored  to  their  early  2nd  century  level  of  c  .  400,000  (  but  probably  not  to  their  211  peak  )  under  diocletian  (  r  .  284  –  305  )  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PER  O  O  O  O  O  O  O  O
b83c6c3c-b6f9-43e8-a92c-c7f42645116e,train,"beretta  nano  ,  a  micro  compact  pistol ", B-PROD  I-PROD  O  O  O  O  O
23ec51f7-43b8-4d9e-80f6-ab167c6e346b,train,"currently  based  in  hamilton  ,  as  of  2014  he  continues  to  tour  and  perform  live  . ", O  O  O  B-LOC  O  O  O  O  O  O  O  O  O  O  O  O
c9d89928-9b69-4554-a3ce-314c24522d9a,train,it  is  also  believed  that  st  .  thomas  left  his  sandals  there  while  taking  a  bath  in  a  nearby  meenachil  river  . , O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-LOC  I-LOC  O
2141a2b9-ace5-405d-9770-63802fa25b60,train,"jesse  huta  galung  was  the  defending  champion  ,  but  lost  against  eventual  finalist  leonardo  mayer  in  the  first  round  . ", B-PER  I-PER  I-PER  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  O  O  O  O  O
2e9ecfab-3ed7-461b-aa48-c12bb546b2c1,train,he  produced  such  huge  hits  as  dizzy  by  tommy  roe  . , O  O  O  O  O  O  B-CW  O  B-PER  I-PER  O
0327f207-07ab-47fd-a407-1539ed62e059,train,fruiting  bodies  have  been  known  to  push  their  way  up  through  asphalt  and  even  tennis  courts  . , O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  O
941fb5c4-cbb0-4ab3-8b52-ff5d08052046,train,"as  time  went  by  ,  the  computer  became  a  revolutionary  aid  to  the  blind  and  the  visually  impaired  . ", O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O
3413bdb8-f717-4169-b4df-2b4fe039797f,train,mickey  is  eventually  run  out  of  the  dream  by  an  army  of  hostile  playing  card  and  awakes  . , O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  I-PROD  O  O  O
c82b60fd-6e5d-42a3-9df8-f00370f11b7a,train,peter  hobson  has  described  him  as  one  of  the  most  thoughtful  and  linguistically  gifted  autistic  writers  . , B-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
934d0a36-fdc0-4337-bfa9-c6f22c6adf5a,train,made  with  fresh  hand  rolled  noodles  and  horse  meat  . , O  O  O  O  O  O  O  B-PROD  I-PROD  O
1134b808-2065-4da4-bb57-fdc9a43c7681,train,rep  .  evan  jenkins  (  r  )  resigned  after  the  filing  deadline  .  new  member  elected  .  republican  hold  . , O  O  B-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
32732440-4d24-45ad-afa4-03dba04f8f5c,train,"joining  her  on  the  tour  would  be  a  new  country  music  group  ,  gloriana  ,  as  well  as  former  american  idol  contestant  ,  kellie  pickler  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  B-GRP  O  O  O  O  O  B-CW  I-CW  O  O  B-PER  I-PER  O
012adb1f-a42f-473a-8818-f4f485e1169e,train,the  pakistan  peoples  party  candidate  secured  second  position  with  98  votes  . , O  B-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  O
613933f4-6cfa-4c9e-b275-760368d2ff46,train,it  is  one  of  five  gardens  of  the  non  profit  national  tropical  botanical  garden  (  ntbg  )  . , O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  O  O  O  O
fa6d221b-23f3-41e6-8ed8-7288826c3756,train,they  appeared  on  the  ed  sullivan  show  over  66  times  . , O  O  O  B-CW  I-CW  I-CW  I-CW  O  O  O  O
72d596b6-1ff6-4571-aeea-0e839c913a4f,train,"review  aggregator  website  rotten  tomatoes  reported  a  90  %  approval  rating  with  an  average  rating  of  7.8  /  10  ,  based  on  48  reviews  . ", O  O  O  B-CORP  I-CORP  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
ed7f4264-846e-43f1-ac40-781ec5ec9c11,train,"scarface  ,  directed  by  howard  hawks  ,  starring  paul  muni  ,  ann  dvorak  ,  george  raft  and  boris  karloff ", B-CW  O  O  O  B-PER  I-PER  O  O  B-PER  I-PER  O  B-PER  I-PER  O  B-PER  I-PER  O  B-PER  I-PER
7ab67bea-9b00-4f6e-8121-175cbf90bd1e,train,"in  1991  he  played  for  two  teams  ,  the  orlando  predators  and  the  dallas  texans  . ", O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O  O  B-GRP  I-GRP  O
b401dd66-c76b-4312-b105-e9a48aac1a5f,train,"in  the  course  of  over  fifty  years  ,  he  has  collaborated  with  directors  such  as  bernardo  bertolucci  ,  francis  ford  coppola  ,  warren  beatty  ,  and  woody  allen  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  O  B-PER  I-PER  I-PER  O  B-PER  I-PER  O  O  B-PER  I-PER  O
9d179bc0-21a1-4b54-b91a-5e14bc58a998,train,"one  day  ,  she  develops  the  impulse  to  eat  a  marble  . ", O  O  O  O  O  O  O  O  O  O  B-PROD  O
b0e942b8-ac76-488c-bed1-246974eb130c,train,salifou  was  born  in  zinder  . , O  O  O  O  B-LOC  O
55714cce-b915-4afe-a298-6a17ee47e853,train,"200  m  butterfly  :  petra  granlund  2  min  4.27  sec  ,  aurore  mongel  2  :  04.73  ,  jemma  lowe  2  :  04.78 ", O  O  O  O  B-PER  I-PER  O  O  O  O  O  B-PER  I-PER  O  O  O  O  B-PER  I-PER  O  O  O
9e35d890-0638-46ee-8b6b-a6a2a8aac515,train,"not  to  be  confused  by  their  1961  debut  album  ,  the  soul  of  ike  &  tina  turner  ,  this  album  was  released  by  kent  in  1966  . ", O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  I-CW  I-CW  I-CW  I-CW  O  O  O  O  O  O  B-CORP  O  O  O
3ed80a70-e33d-4861-85f6-5abc6a45256e,train,"large  areas  were  cleared  to  grow  more  sugarcane  ,  and  so  few  trees  remained  that  timber  had  to  be  imported  . ", O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O
95d84e1a-4bf0-4097-806d-d210aa5479bf,train,she  recorded  excerpts  from  all  three  of  these  operas  for  the  odeon  label  . , O  O  O  O  O  O  O  O  O  O  O  B-CORP  O  O
27158f80-0d06-41ab-b34f-3aec4ffceebf,train,"mie  bakso  ,  bakso  meatballs  served  with  yellow  noodles  and  rice  vermicelli  in  beef  broth  . ", B-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O
ab28806a-cc53-45be-9813-c3d59e453784,train,"involutional  melancholia  is  not  recognized  as  a  psychiatric  disorder  by  the  dsm-5  ,  the  american  psychiatric  association  (  apa  )  classification  and  diagnostic  tool  . ", O  O  O  O  O  O  O  O  O  O  O  B-CW  O  O  B-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  O
0bd8376b-42cd-492a-87a6-8f641c8e7b95,train,he  become  a  vendor  for  infosys  in  2012  and  met  sudha  murthy  . , O  O  O  O  O  B-CORP  O  O  O  O  B-PER  I-PER  O
8262aad2-1988-4ca5-b3bb-f8fd2e0d04be,train,the  channel  was  available  24  hours  a  day  through  movistar+  and  some  cable  providers  . , O  O  O  O  O  O  O  O  O  B-CORP  O  O  O  O  O
a083daef-a327-4175-b6d9-c6de76161594,train,she  added  that  daniel  sousa  has  an  integral  role  to  play  in  the  episode  . , O  O  O  B-PER  I-PER  O  O  O  O  O  O  O  O  O  O
01b6ed5f-1bc6-4308-878a-cb73413bf869,train,the  recently  excavated  terracotta  system  is  located  along  the  eastern  ground  entrance  and  is  well  preserved  . , O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O
e3ffe1cc-e4c0-4eac-8733-98d8a4e086ad,train,a  new  competition  called  lanka  premier  league  was  later  created  and  ran  its  first  season  in  2020  . , O  O  O  O  B-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  O  O  O  O
a74819bd-d94a-4a58-8e97-733e9a8cd571,train,the  larger  gatter  island  lies  off  its  northern  shore  . , O  O  B-LOC  I-LOC  O  O  O  O  O  O
bcb94322-6c20-4253-95a6-32e17e44aaf4,train,maisel  was  born  in  catonsville  . , O  O  O  O  B-LOC  O
663b4b39-0cd5-478f-b69b-7efa74f04c3c,train,it  is  considered  a  lost  film  . , O  O  O  O  B-CW  I-CW  O
d4bcf19c-bbfc-4836-adff-c6e359253352,train,"kristie  ahn  and  quinn  gleason  won  the  title  ,  defeating  laura  pigossi  and  renata  zarazúa  in  the  final  ,  6  –  3  ,  6  –  2  . ", B-PER  I-PER  O  B-PER  I-PER  O  O  O  O  O  B-PER  I-PER  O  B-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O
228f8749-8f31-4ffe-ae1b-330b575f8bbb,train,"other  reasons  for  their  popularity  were  the  simplicity  of  the  suit  insignia  ,  which  simplifies  mass  production  ,  and  the  popularity  of  whist  and  contract  bridge  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CW  O  B-CW  I-CW  O
e1d5b717-7026-403b-8500-f262ddcfd478,train,"in  2019  ,  he  was  loaned  to  piast  gliwice  . ", O  O  O  O  O  O  O  B-GRP  I-GRP  O
6c024f48-36fc-4ba6-bd45-93800d268d6f,train,used  to  provide  cover  for  british  rail  class  365  units  undergoing  refurbishment  .  withdrawn  at  end  of  franchise  . , O  O  O  O  O  B-PROD  I-PROD  I-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O
b49a5707-334c-4e61-91b9-e32246ee6302,train,"he  was  accompanied  by  a  number  of  government  ministers  and  high  ranking  military  personnel  ,  including  foreign  minister  ali  said  abdella  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  I-PER  O
bc88c6e8-4483-4e8a-a374-aa4221b81a79,train,"the  oldest  is  the  baptismal  font  ,  dating  from  the  late  12th  century  and  thus  pre  dating  the  church  itself  . ", O  O  O  O  B-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
1c4fcc86-809f-4553-adc4-77519bb76bdb,train,she  is  a  professor  of  statistics  and  computer  science  at  the  university  of  chicago  . , O  O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O
dde4d22a-b544-4827-a812-0218811c7541,train,oryx  douala  won  5  –  4  on  aggregate  and  advanced  to  the  final  tournament  . , B-GRP  I-GRP  O  O  O  O  O  O  O  O  O  O  O  O  O
8fbff8eb-4aad-47fd-a743-4014ab11ca13,train,the  trains  are  double  deck  electric  multiple  unit  measuring  163  metres  for  an  8  car  set  or  204  metres  for  a  10  car  set  . , O  O  O  O  O  B-PROD  I-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
a68e9219-6ca5-4a1f-bb8b-3e561ac9f52d,train,"the  village  association  has  purchased  a  former  school  house  ,  which  is  now  used  to  organize  educational  events  and  as  an  information  point  with  12  computer  work  stations  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O
3e9be35a-a17b-4754-b180-42fe3ee87d0d,train,"the  same  song  was  also  featured  in  a  bmw  1  series  television  commercial  in  germany  in  2007  ,  as  well  as  in  an  episode  of  the  l  word  . ", O  O  O  O  O  O  O  O  B-PROD  I-PROD  I-PROD  O  O  O  B-LOC  O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  O
db6294a6-38a9-463d-8333-f6775f18087b,train,import  and  view  data  from  postgis , O  O  O  O  O  B-CW
12bace7d-2691-40a8-871b-4b21060c442e,train,he  is  vice  president  /  president  elect  of  the  international  union  of  immunological  societies  during  2013  2016  . , O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O  O  O  O
910d60a3-7083-4a94-8b96-f3e1288c58dc,train,"musik  ,  dans  &  party  8  is  a  1993  studio  album  by  sten  &  stanley  . ", O  O  O  O  O  O  O  O  O  B-CW  I-CW  O  B-GRP  I-GRP  I-GRP  O
0ced5087-172e-4dc7-9b09-c457f7c0de24,train,"initial  models  were  equipped  with  hand  started  minarelli  49cc  engines  ,  cable  brakes  and  single  headlamps  . ", O  O  O  O  O  O  O  B-CORP  O  O  O  O  O  O  O  O  O
73d5df41-0df2-44f5-b66b-1c7c342fcabc,train,"after  a  merger  ,  the  parent  company  is  now  known  as  gedi  gruppo  editoriale  . ", O  O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O
b92b1ed3-b55f-48b3-b708-5abcf378a955,train,luttenberg  is  known  for  its  motorcycle  races  every  summer  . , O  O  O  O  O  B-PROD  O  O  O  O
bacab6bd-84d8-447e-be25-89d1080b6267,train,it  is  found  in  cameroon  and  nigeria  . , O  O  O  O  B-LOC  O  B-LOC  O
5263a616-fe22-4ba4-8a3c-064dd2c3304b,train,"he  spent  most  of  his  professional  career  with  sd  eibar  ,  after  signing  at  the  age  of  29  . ", O  O  O  O  O  O  O  O  B-GRP  I-GRP  O  O  O  O  O  O  O  O  O
655c2610-ea33-4d27-b9d0-e3b6c8a1ec88,train,his  thriller  strangers  on  a  train  was  based  on  the  strangers  on  a  train  by  patricia  highsmith  . , O  O  B-CW  I-CW  I-CW  I-CW  O  O  O  O  B-CW  I-CW  I-CW  I-CW  O  B-PER  I-PER  O
dd5e4ee7-9c5c-49bc-996f-835ec62210b5,train,"as  with  1985  's  hounds  of  love  ,  the  album  is  divided  into  two  thematically  distinct  collections  . ", O  O  O  O  B-CW  I-CW  I-CW  O  O  O  O  O  O  O  O  O  O  O
e9725acf-a718-472d-bba2-dd193bdc9769,train,some  of  the  earliest  usages  were  in  fact  in  western  . , O  O  O  O  O  O  O  O  O  B-CW  O
999e809c-1716-4955-8faf-037f1fdd9148,train,,
1fb2ccd6-779a-45ac-922c-6b03a131bdaa,train,"adolph  ii,  prince  of  anhalt-köthen  1475  –  1508  (  co  regent  ,  son  of  adolph  i  )  (  d  .  1526  ) ", B-PER  I-PER  I-PER  I-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
a2723789-736f-4b70-a032-f7dd7fb429d8,train,"it  was  contested  by  15  teams  ,  and  f.c.  domagnano  won  the  championship  . ", O  O  O  O  O  O  O  O  B-GRP  I-GRP  O  O  O  O
a52f0cab-1963-47e2-80c5-2c7f575d8401,train,"in  that  190  games  they  just  have  one  tie  with  rk  poreč  (  31  :  31  )  ,  after  that  game  they  won  178  games  in  a  row  and  that  row  is  still  active  . ", O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
e55382f2-84b3-4680-bbfa-726eb757cf79,train,it  was  placed  on  the  national  register  of  historic  places  in  1987  . , O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O  O  O
bc5166b2-0c32-4f85-b533-8f69858f5644,train,it  is  situated  in  the  district  of  dhubri  (  assam  )  . , O  O  O  O  O  O  O  B-LOC  O  B-LOC  O  O
7158139d-5bca-4bc4-81d3-cf3d2364dd4e,train,"the  museum  is  located  in  the  city  of  seto  ,  which  is  renowned  for  producing  seto  ware  ceramics  since  over  1,000  years  . ", O  O  O  O  O  O  O  O  B-LOC  O  O  O  O  O  O  B-PROD  I-PROD  O  O  O  O  O  O
b0d4e069-960f-4bdb-967d-186c3f3988a1,train,a  specialized  search  engine  and  display  software  were  also  needed  to  access  it  . , O  O  B-CW  I-CW  O  O  O  O  O  O  O  O  O  O
e2c63227-4356-4c1a-813c-3f151bcd03d8,train,"1910  –  1970  :  chanel  popularised  costume  jewelry  ,  and  ropes  of  glass  beads  were  common  . ", O  O  O  O  B-CORP  O  B-PROD  I-PROD  O  O  O  O  O  O  O  O  O
f94544b8-fc3c-479c-9e88-92abf58b170f,train,the  village  forms  part  of  the  municipality  of  car  . , O  O  O  O  O  O  O  O  B-LOC  O
872d5f0b-5ed8-4d42-8e32-32675eb36a3c,train,gijón  hc  won  its  third  trophy  by  defeating  hc  palau  de  plegamans  in  the  penalty  shootout  . , B-GRP  I-GRP  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  O  O  O  O  O
e9bc29f2-9a98-4d97-9bb4-dfd9806b98b2,train,this  number  will  be  even  increased  when  jaguar  land  rover  starts  production  in  nitra  in  2018  . , O  O  O  O  O  O  O  B-CORP  I-CORP  I-CORP  O  O  O  B-LOC  O  O  O
02ba7f6f-4a12-4d02-afe0-b2e514ec95c8,train,pastor  troy  universal  soldier  (  september  24  ) , B-PER  I-PER  B-CW  I-CW  O  O  O  O
dd7b86f3-567f-49cd-865f-9b311de3b616,train,"orbeliani  died  in  tbilisi  in  1796  ,  and  was  interred  at  tbilisi  sioni  cathedral  . ", O  O  O  B-LOC  O  O  O  O  O  O  O  B-LOC  I-LOC  I-LOC  O
9c91cb3f-659a-47ac-b93b-c499d4a2c78b,train,"it  lies  approximately  east  of  lubraniec  ,  south  west  of  włocławek  ,  and  south  of  toruń  . ", O  O  O  O  O  B-LOC  O  O  O  O  B-LOC  O  O  O  O  B-LOC  O
7aaf8ddf-8c27-4231-817c-d7d2f08b80da,train,she  has  been  a  member  of  the  semperoper  from  1985  . , O  O  O  O  O  O  O  B-LOC  O  O  O
73347369-4da2-4413-bd2a-d0170e410902,train,the  site  was  listed  on  the  national  register  of  historic  places  in  1990  . , O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O  O  O
9abe5d36-13f7-40b0-8d91-1ca3076c60a0,train,the  plays  originally  were  performed  on  the  altar  of  the  church  but  grew  to  encompass  the  entirety  of  the  front  of  the  church  . , O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
b144b10a-a20d-4bc0-9de2-a72d7898ea01,train,once  again  the  grand  river  became  the  outlet  . , O  O  O  B-LOC  I-LOC  O  O  O  O
6ebdb96c-007a-423a-9aee-93e5a3ebbc8a,train,billboard  did  not  review  the  album  but  it  had  reviewed  many  of  the  separate  single  issues  . , B-CW  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
e467d904-a5c7-400d-ba80-5f1f55f9281e,train,an  altar  of  flint  lumps  had  been  built  with  a  chalk  bowl  at  its  base  and  antler  picks  piled  around  . , O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
61fa6b09-278e-4afa-b3d3-3b527685ce75,train,the  most  popular  presently  available  tablet  computer  are  compared  in  the  following  table  : , O  O  O  O  O  B-PROD  I-PROD  O  O  O  O  O  O  O
d46f3565-6eb5-4d2d-9387-7f6aaa177c4f,train,jacob  was  dismissive  of  democracy  and  the  left  wing  popular  front  . , O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O
c8b15080-c18c-42d3-a14d-e0771a9ae55d,train,nissan  were  announced  as  the  new  main  sponsors  of  the  club  after  the  deal  with  paddy  power  ran  out  . , B-CORP  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  O  O  O
22b091d0-a1c0-4582-a3b1-1526d38fec02,train,"this  bitter  ,  bold  taste  herbal  liqueur  is  mainly  consumed  as  an  apéritif  before  meals  or  a  digestif  after  meals  . ", O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  B-PROD  O  O  O
3c752145-595e-409a-9450-18ee1aec693e,train,in  1914  he  was  appointed  district  commissioner  in  sankuru  . , O  O  O  O  O  O  O  O  B-LOC  O
